['15:34:32.352', '2021-08-25', 'Dev_Reset', '', '', '', '', '', '', '', '', '1\n', '', '', '', '', '', '', '', '', '', '', '']
['15:34:36.003', '2021-08-25', 'Mod_NextCtrlOn', '', '', '', '1', 'Id=20160335', 'V0=27.600', '', 'I0=46.800', '', 'V1=30.034', '\n', '', '', '', '', '', '', '', '', '']
['15:34:36.264', '2021-08-25', 'Mod_GetIdVer', '', '', '', '', '', '1', 'Id=20160324', 'Fuse=0x1', 'V0=27.500', '', 'I0=46.800', '', 'V1=30.034', '\n', '', '', '', '', '', '']
['15:34:36.371', '2021-08-25', 'Mod_NextCtrlOn', '', '', '', '1', 'Id=20160324', 'V0=27.500', '', 'I0=46.800', '', 'V1=30.088', '\n', '', '', '', '', '', '', '', '', '']
['15:34:36.608', '2021-08-25', 'Mod_GetIdVer', '', '', '', '', '', '1', 'Id=20160305', 'Fuse=0x1', 'V0=27.500', '', 'I0=46.800', '', 'V1=30.008', '\n', '', '', '', '', '', '']
['15:34:36.715', '2021-08-25', 'Mod_NextCtrlOn', '', '', '', '1', 'Id=20160305', 'V0=27.500', '', 'I0=46.800', '', 'V1=30.061', '\n', '', '', '', '', '', '', '', '', '']
['15:34:36.992', '2021-08-25', 'Mod_GetIdVer', '', '', '', '', '', '1', 'Id=20160325', 'Fuse=0x1', 'V0=27.550', '', 'I0=43.200', '', 'V1=30.043', '\n', '', '', '', '', '', '']
['15:34:37.083', '2021-08-25', 'Mod_NextCtrlOn', '', '', '', '1', 'Id=20160325', 'V0=27.550', '', 'I0=43.200', '', 'V1=30.034', '\n', '', '', '', '', '', '', '', '', '']
['15:34:37.341', '2021-08-25', 'Mod_GetIdVer', '', '', '', '', '', '1', 'Id=20160329', 'Fuse=0x1', 'V0=27.500', '', 'I0=47.100', '', 'V1=30.025', '\n', '', '', '', '', '', '']
['15:34:37.464', '2021-08-25', 'Mod_NextCtrlOn', '', '', '', '1', 'Id=20160329', 'V0=27.500', '', 'I0=47.100', '', 'V1=30.043', '\n', '', '', '', '', '', '', '', '', '']
['15:34:37.718', '2021-08-25', 'Mod_GetIdVer', '', '', '', '', '', '1', 'Id=20160341', 'Fuse=0x1', 'V0=27.500', '', 'I0=48.600', '', 'V1=30.043', '\n', '', '', '', '', '', '']
['15:34:37.840', '2021-08-25', 'Mod_NextCtrlOn', '', '', '', '1', 'Id=20160341', 'V0=27.500', '', 'I0=48.600', '', 'V1=30.025', '\n', '', '', '', '', '', '', '', '', '']
['15:34:38.076', '2021-08-25', 'Mod_GetIdVer', '', '', '', '', '', '1', 'Id=20160343', 'Fuse=0x1', 'V0=27.550', '', 'I0=45.000', '', 'V1=30.043', '\n', '', '', '', '', '', '']
['15:34:38.183', '2021-08-25', 'Mod_NextCtrlOn', '', '', '', '1', 'Id=20160343', 'V0=27.550', '', 'I0=45.000', '', 'V1=30.096', '\n', '', '', '', '', '', '', '', '', '']
['15:34:38.436', '2021-08-25', 'Mod_GetIdVer', '', '', '', '', '', '1', 'Id=20160311', 'Fuse=0x1', 'V0=27.500', '', 'I0=45.300', '', 'V1=30.034', '\n', '', '', '', '', '', '']
['15:34:38.543', '2021-08-25', 'Mod_NextCtrlOn', '', '', '', '1', 'Id=20160311', 'V0=27.500', '', 'I0=45.300', '', 'V1=30.088', '\n', '', '', '', '', '', '', '', '', '']
['15:34:38.820', '2021-08-25', 'Mod_GetIdVer', '', '', '', '', '', '1', 'Id=20160316', 'Fuse=0x1', 'V0=27.500', '', 'I0=48.900', '', 'V1=30.052', '\n', '', '', '', '', '', '']
['15:34:38.926', '2021-08-25', 'Mod_NextCtrlOn', '', '', '', '1', 'Id=20160316', 'V0=27.500', '', 'I0=48.900', '', 'V1=30.070', '\n', '', '', '', '', '', '', '', '', '']
['15:34:39.191', '2021-08-25', 'Mod_GetIdVer', '', '', '', '', '', '1', 'Id=20160314', 'Fuse=0x1', 'V0=27.750', '', 'I0=10.200', '', 'V1=30.043', '\n', '', '', '', '', '', '']
['15:34:39.283', '2021-08-25', 'Mod_NextCtrlOn', '', '', '', '1', 'Id=20160314', 'V0=27.750', '', 'I0=10.200', '', 'V1=30.070', '\n', '', '', '', '', '', '', '', '', '']
['15:34:39.532', '2021-08-25', 'Mod_GetIdVer', '', '', '', '', '', '1', 'Id=20160327', 'Fuse=0x1', 'V0=27.500', '', 'I0=48.000', '', 'V1=29.999', '\n', '', '', '', '', '', '']
['15:34:39.623', '2021-08-25', 'Mod_NextCtrlOn', '', '', '', '1', 'Id=20160327', 'V0=27.500', '', 'I0=48.000', '', 'V1=30.043', '\n', '', '', '', '', '', '', '', '', '']
['15:34:39.912', '2021-08-25', 'Mod_GetIdVer', '', '', '', '', '', '1', 'Id=20160336', 'Fuse=0x1', 'V0=27.500', '', 'I0=43.500', '', 'V1=30.079', '\n', '', '', '', '', '', '']
['15:34:40.003', '2021-08-25', 'Mod_NextCtrlOn', '', '', '', '1', 'Id=20160336', 'V0=27.500', '', 'I0=43.500', '', 'V1=30.025', '\n', '', '', '', '', '', '', '', '', '']
['15:34:40.264', '2021-08-25', 'Mod_GetIdVer', '', '', '', '', '', '1', 'Id=20160317', 'Fuse=0x1', 'V0=27.450', '', 'I0=51.300', '', 'V1=30.043', '\n', '', '', '', '', '', '']
['15:34:40.355', '2021-08-25', 'Mod_NextCtrlOn', '', '', '', '1', 'Id=20160317', 'V0=27.450', '', 'I0=51.300', '', 'V1=30.052', '\n', '', '', '', '', '', '', '', '', '']
['15:34:40.608', '2021-08-25', 'Mod_GetIdVer', '', '', '', '', '', '1', 'Id=20160307', 'Fuse=0x1', 'V0=27.450', '', 'I0=53.400', '', 'V1=30.043', '\n', '', '', '', '', '', '']
['15:34:40.641', '2021-08-25', 'Dev_LEDCtrl', '', '', '', '', '', '', '1', 'No=1', 'OnOff=0\n', '', '', '', '', '', '', '', '', '', '', '']
