['15:34:32.352', '2021-08-25', 'Dev_Reset', '', '', '', '', '', '', '', '', '1\n', '', '', '', '', '', '', '', '', '', '', '']
['15:34:32.480', '2021-08-25', 'Dev_ModPower', '', '', '', '', '', '1', 'OnOff=1\n', '', '', '', '', '', '', '', '', '', '', '', '', '']
['15:34:33.732', '2021-08-25', 'Mod_GetIdVer', '', '', '', '', '', '1', 'Id=20160333', 'Fuse=0x1', 'V0=27.600', '', 'I0=42.900', '', 'V1=30.052', '\n', '', '', '', '', '', '']
['15:34:33.839', '2021-08-25', 'Mod_NextCtrlOn', '', '', '', '1', 'Id=20160333', 'V0=27.600', '', 'I0=42.900', '', 'V1=30.043', '\n', '', '', '', '', '', '', '', '', '']
['15:34:34.104', '2021-08-25', 'Mod_GetIdVer', '', '', '', '', '', '1', 'Id=20160346', 'Fuse=0x1', 'V0=27.550', '', 'I0=45.900', '', 'V1=30.061', '\n', '', '', '', '', '', '']
['15:34:34.195', '2021-08-25', 'Mod_NextCtrlOn', '', '', '', '1', 'Id=20160346', 'V0=27.550', '', 'I0=45.900', '', 'V1=30.043', '\n', '', '', '', '', '', '', '', '', '']
['15:34:34.435', '2021-08-25', 'Mod_GetIdVer', '', '', '', '', '', '1', 'Id=20160349', 'Fuse=0x1', 'V0=27.550', '', 'I0=45.000', '', 'V1=30.034', '\n', '', '', '', '', '', '']
['15:34:34.541', '2021-08-25', 'Mod_NextCtrlOn', '', '', '', '1', 'Id=20160349', 'V0=27.550', '', 'I0=45.000', '', 'V1=30.034', '\n', '', '', '', '', '', '', '', '', '']
['15:34:34.795', '2021-08-25', 'Mod_GetIdVer', '', '', '', '', '', '1', 'Id=20160315', 'Fuse=0x1', 'V0=27.550', '', 'I0=45.600', '', 'V1=30.034', '\n', '', '', '', '', '', '']
['15:34:34.918', '2021-08-25', 'Mod_NextCtrlOn', '', '', '', '1', 'Id=20160315', 'V0=27.550', '', 'I0=45.600', '', 'V1=30.061', '\n', '', '', '', '', '', '', '', '', '']
['15:34:35.169', '2021-08-25', 'Mod_GetIdVer', '', '', '', '', '', '1', 'Id=20160486', 'Fuse=0x1', 'V0=27.550', '', 'I0=46.500', '', 'V1=30.034', '\n', '', '', '', '', '', '']
['15:34:35.260', '2021-08-25', 'Mod_NextCtrlOn', '', '', '', '1', 'Id=20160486', 'V0=27.550', '', 'I0=46.500', '', 'V1=30.052', '\n', '', '', '', '', '', '', '', '', '']
['15:34:35.528', '2021-08-25', 'Mod_GetIdVer', '', '', '', '', '', '1', 'Id=20160342', 'Fuse=0x1', 'V0=27.550', '', 'I0=47.100', '', 'V1=30.043', '\n', '', '', '', '', '', '']
['15:34:35.620', '2021-08-25', 'Mod_NextCtrlOn', '', '', '', '1', 'Id=20160342', 'V0=27.550', '', 'I0=47.100', '', 'V1=30.052', '\n', '', '', '', '', '', '', '', '', '']
['15:34:35.896', '2021-08-25', 'Mod_GetIdVer', '', '', '', '', '', '1', 'Id=20160335', 'Fuse=0x1', 'V0=27.600', '', 'I0=46.800', '', 'V1=30.034', '\n', '', '', '', '', '', '']
